#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
530,,潘多拉,britain,cl,,,,,,
531,,心灵,britain,cl,,,,,,
532,,不死鸟,britain,cl,,,,,,
533,,珀罗洛斯,britain,cl,,,,,,
534,,波斯尼亚,britain,cl,,,,,,
535,,雅典娜,britain,cl,,,,,,
536,,菲比,britain,cl,,,,,,
537,,珍珠,britain,cl,,,,,,
538,,夜莺,britain,cl,,,,,,
539,,阿波罗,britain,cl,,,,,,
540,,拉唐纳,britain,cl,,,,,,
541,,墨兰普斯,britain,cl,,,,,,
542,,安德洛玛赫,britain,cl,,,,,,
543,,天狼星,britain,cl,,,,,,
544,,特耳西科瑞,britain,cl,,,,,,
545,,水中仙女,britain,cl,,,,,,
546,,愤恨,britain,cl,,,,,,
547,,特提斯,britain,cl,,,,,,
548,,西比尔,britain,cl,,,,,,
549,,保民官,britain,cl,,,,,,
550,,斯巴达,britain,cl,,,,,,
551,,抗争,britain,cl,,,,,,
552,,不倦,britain,cl,,,,,,
553,,彩虹,britain,cl,,,,,,
554,,萨福,britain,cl,,,,,,
555,,勇猛,britain,cl,,,,,,
556,,宝石,britain,cl,,,,,,
557,,报复,britain,cl,,,,,,
558,,锡拉,britain,cl,,,,,,
559,,埃俄罗斯,britain,cl,,,,,,
560,,伊菲格尼亚,britain,cl,,,,,,
561,,阿斯特里亚,britain,cl,,,,,,
562,,好运,britain,cl,,,,,,
563,,威尔士人,britain,cl,,,,,,
564,,女妖,britain,cl,,,,,,
565,,狐,britain,cl,,,,,,
566,,赫敏,britain,cl,,,,,,
567,,弗洛拉,britain,cl,,,,,,
568,,印第安座,britain,cl,,,,,,
569,,坚强,britain,cl,,,,,,
570,,日食,britain,cl,,,,,,
571,,塔尔博特,britain,cl,,,,,,
572,,维纳斯,britain,cl,,,,,,
573,,密涅瓦,britain,cl,,,,,,
574,,朱诺,britain,cl,,,,,,
575,,戴安娜,britain,cl,,,,,,
576,,道里斯,britain,cl,,,,,,
577,,蒂朵,britain,cl,,,,,,
578,,伊西斯,britain,cl,,,,,,
579,,傲慢,britain,cl,,,,,,
580,,愤怒,britain,cl,,,,,,
581,,角斗士,britain,cl,,,,,,
582,,报复性的,britain,cl,,,,,,
583,,普洛塞尔皮娜,britain,cl,,,,,,
584,,帕克托勒斯,britain,cl,,,,,,
585,,珀加索斯,britain,cl,,,,,,
586,,珀尔修斯,britain,cl,,,,,,
587,,波蒙,britain,cl,,,,,,
588,,皮拉莫斯,britain,cl,,,,,,
589,,普罗米修斯,britain,cl,,,,,,
590,,先锋,britain,cl,,,,,,
591,,抱负,britain,cl,,,,,,
592,,爱马仕,britain,cl,,,,,,
593,,风信子,britain,cl,,,,,,
594,,挑战者,britain,cl,,,,,,
595,,遇到,britain,cl,,,,,,
596,,企鹅,britain,cl,,,,,,
597,,黄玉,britain,cl,,,,,,
598,,紫水晶,britain,cl,,,,,,
599,,钻石,britain,cl,,,,,,
600,,蓝宝石,britain,cl,,,,,,
601,,哨兵,britain,cl,,,,,,
602,,散兵,britain,cl,,,,,,
603,,冒险,britain,cl,,,,,,
604,,细心,britain,cl,,,,,,
605,,向前,britain,cl,,,,,,
606,,远见,britain,cl,,,,,,
607,,探路者,britain,cl,,,,,,
608,,巡逻,britain,cl,,,,,,
609,,博阿迪西亚,britain,cl,,,,,,
610,,活跃,britain,cl,,,,,,
611,,堪崔,britain,cl,,,,,,
612,,布里斯托尔,britain,cl,,,,,
613,,格拉斯哥,britain,cl,,,,,,
614,,格洛斯特,britain,cl,,,,,,
615,,利物浦,britain,cl,,,,,,
616,,纽卡斯尔,britain,cl,,,,,,
617,,伟茅斯,britain,cl,,,,,,
618,,达特茅斯,britain,cl,,,,,,
619,,法尔茅斯,britain,cl,,,,,,
620,,雅茅斯,britain,cl,,,,,,
621,,查塔姆,britain,cl,,,,,,
622,,都柏林,britain,cl,,,,,,
623,,南安普顿,britain,cl,,,,,,
624,,布里斯班,britain,cl,,,,,,
625,,墨尔本,britain,cl,,,,,,
626,,悉尼,britain,cl,,,,,,
627,,伯明翰,britain,cl,,,,,,
628,,洛斯托夫特瓷,britain,cl,,,,,,
629,,诺丁汉,britain,cl,,,,,,
630,,阿德莱德,britain,cl,,,,,,
631,,伯肯黑德,britain,cl,,,,,,
632,,切斯特,britain,cl,,,,,,
633,,极光,britain,cl,,,,,,
634,,加拉蒂亚,britain,cl,,,,,,
635,,无常,britain,cl,,,,,,
636,,佩内洛普,britain,cl,,,,,,
637,,保皇党人,britain,cl,,,,,,
638,,无畏,britain,cl,,,,,,
639,,卡洛琳,britain,cl,,,,,,
640,,坎特伯雷,britain,cl,,,,,,
641,,卡斯托尔,britain,cl,,,,,,
642,,半人马,britain,cl,,,,,,
643,,康科德,britain,cl,,,,,,
644,,卡列登,britain,cl,,,,,,
645,,卡珊德拉,britain,cl,,,,,,
646,,卡拉多克,britain,cl,,,,,,
647,,刻瑞斯,britain,cl,,,,,,
648,,卡迪夫,britain,cl,,,,,,
649,,考文垂,britain,cl,,,,,,
650,,麻隼,britain,cl,,,,,,
651,,卡莱尔,britain,cl,,,,,,
652,,开罗,britain,cl,,,,,,
653,,加尔各答,britain,cl,,,,,,
654,,开普敦,britain,cl,,,,,,
655,,科伦坡,britain,cl,,,,,,
656,,达娜厄,britain,cl,,,,,,
657,,果敢,britain,cl,,,,,,
658,,龙,britain,cl,,,,,,
659,,德里,britain,cl,,,,,,
660,,达尼丁,britain,cl,,,,,,
661,,德班,britain,cl,,,,,,
662,,紧张,britain,cl,,,,,,
663,,迪奥梅德,britain,cl,,,,,,
664,,翡翠,britain,cl,,,,,,
665,,企业,britain,cl,,,,,,
666,,阿基里斯,britain,cl,,,,,,
667,,阿贾克斯,britain,cl,,,,,,
668,,海王星,britain,cl,,,,,,
669,,猎户座,britain,cl,,,,,,
670,,珀斯,britain,cl,,,,,,
671,,霍巴特,britain,cl,,,,,,
672,,汤,britain,cl,,,,,,
673,,谢菲尔德,britain,cl,,,,,,
674,,曼彻斯特,britain,cl,,,,,,
675,,爱丁堡,britain,cl,,,,,,
676,,贝尔法斯特,britain,cl,,,,,,
677,,欧里亚鲁斯,britain,cl,,,,,,
678,,阿尔戈号,britain,cl,,,,,,
679,,黑亲王,britain,cl,,,,,,
680,,王冠,britain,cl,,,,,,
681,,斐济, britain,cl,,,,,,
682,,纽芬兰,britain,cl,,,,,,
683,,卓越,britain,cl,,,,,,
684,,狮,britain,cl,,,,,,
685,,布莱克,britain,cl,,,,,,
686,,德温特,britain,dd,,,,,,
687,,伊甸,britain,dd,,,,,,
688,,伟弗尼,britain,dd,,,,,,
689,,博因,britain,dd,,,,,,
690,,杜恩,britain,dd,,,,,,
691,,甘蓝,britain,dd,,,,,,
692,,帕尔默,britain,dd,,,,,,
693,,厄恩,britain,dd,,,,,,
694,,特雷克,britain,dd,,,,,,
695,,埃克西,britain,dd,,,,,,
696,,切尔伟尔,britain,dd,,,,,,
697,,迪伊,britain,dd,,,,,,
698,,罗瑟,britain,dd,,,,,,
699,,低地,britain,dd,,,,,,
700,,乌尔,britain,dd,,,,,,
701,,维尔,britain,dd,,,,,,
702,,香草,britain,dd,,,,,,
703,,里布尔,britain,dd,,,,,,
704,,特维奥特,britain,dd,,,,,,
705,,乌斯克,britain,dd,,,,,,
706,,伟兰,britain,dd,,,,,,
707,,嘎拉,britain,dd,,,,,,
708,,盖瑞,britain,dd,,,,,,
709,,莱尔德,britain,dd,,,,,,
710,,福伊尔,britain,dd,,,,,,
711,,伊琴,britain,dd,,,,,,
712,,阿伦,britain,dd,,,,,,
713,,黑水,britain,dd,,,,,,
714,,利菲,britain,dd,,,,,,
715,,莫伊,britain,dd,,,,,,
716,,乌斯,britain,dd,,,,,,
717,,斯托尔,britain,dd,,,,,,
718,,考验,britain,dd,,,,,,
719,,肯内特,britain,dd,,,,,,
720,,杰德,britain,dd,,,,,,
721,,切尔默,britain,dd,,,,,,
722,,科恩,britain,dd,,,,,,
723,,海角,britain,dd,,,,,,
724,,尼斯,britain,dd,,,,,,
725,,蟋蟀,britain,dd,,,,,,
726,,蜻蜓,britain,dd,,,,,,
727,,蝴蝶,britain,dd,,,,,,
728,,蠓,britain,dd,,,,,,
729,,蜘蛛,britain,dd,,,,,,
730,,牛虻,britain,dd,,,,,,
731,,萤火虫,britain,dd,,,,,,
732,,蚋,britain,dd,,,,,,
733,,蚱蜢,britain,dd,,,,,,
734,,绿蝇,britain,dd,,,,,,
735,,蜉蝣,britain,dd,,,,,,
736,,蛾,britain,dd,,,,,,
737,,阿夫里迪,britain,dd,,,,,,
738,,哥萨克人,britain,dd,,,,,,
739,,古尔卡,britain,dd,,,,,,
740,,莫霍克,britain,dd,,,,,,
741,,达靼,britain,dd,,,,,,
742,,亚马逊,britain,dd,,,,,,
743,,萨拉森,britain,dd,,,,,,
744,,十字军,britain,dd,,,,,,
745,,毛利,britain,dd,,,,,,
746,,努比亚,britain,dd,,,,,,
747,,维京,britain,dd,,,,,,
748,,祖鲁,britain,dd,,,,,,
749,,毒蛇,britain,dd,,,,,,
750,,比格犬,britain,dd,,,,,,
751,,斗牛犬,britain,dd,,,,,,
752,,猎狐犬,britain,dd,,,,,,
753,,蚊,britain,dd,,,,,,
754,,鹦鹉螺,britain,dd,,,,,,
755,,响尾蛇,britain,dd,,,,,,
756,,野蛮,britain,dd,,,,,,
757,,蝎子,britain,dd,,,,,,
758,,狼獾,britain,dd,,,,,,
759,,橡子,britain,dd,,,,,,
760,,警戒,britain,dd,,,,,,
761,,轻快,britain,dd,,,,,,
762,,骆驼,britain,dd,,,,,,
763,,彗星,britain,dd,,,,,,
764,,狂怒,britain,dd,,,,,,
765,,金翅雀,britain,dd,,,,,,
766,,希望,britain,dd,,,,,,
767,,拉恩,britain,dd,,,,,,
768,,天琴座,britain,dd,,,,,,
769,,马丁,britain,dd,,,,,,
770,,吟游诗人,britain,dd,,,,,,
771,,克星,britain,dd,,,,,,
772,,奈瑞德,britain,dd,,,,,,
773,,宁菲,britain,dd,,,,,,
774,,红极,britain,dd,,,,,,
775,,步枪手,britain,dd,,,,,,
776,,红宝石,britain,dd,,,,,,
777,,谢尔德雷克,britain,dd,,,,,,
778,,坚定,britain,dd,,,,,,
779,,阿雪龙,britain,dd,,,,,,
780,,射手,britain,dd,,,,,,
781,,爱丽儿,britain,dd,,,,,,
782,,进攻,britain,dd,,,,,,
783,,獾,britain,dd,,,,,,
784,,海狸,britain,dd,,,,,,
785,,守卫,britain,dd,,,,,,
786,,德鲁伊,britain,dd,,,,,,
787,,白鼬,britain,dd,,,,,,
788,,林务官,britain,dd,,,,,,
789,,苍鹰,britain,dd,,,,,,
790,,后,britain,dd,,,,,,
791,,大黄蜂,britain,dd,,,,,,
792,,海怪,britain,dd,,,,,,
793,,豺,britain,dd,,,,,,
794,,田隼,britain,dd,,,,,,
795,,蜥蜴,britain,dd,,,,,,
796,,菲尼克斯,britain,dd,,,,,,
797,,雌虎,britain,dd,,,,,,
798,,火鸭,britain,dd,,,,,,
799,,鲁彻,britain,dd,,,,,,
800,,橡树,britain,dd,,,,,,
801,,帕拉马塔,britain,dd,,,,,,
802,,亚拉,britain,dd,,,,,,
803,,沃雷戈,britain,dd,,,,,,
804,,休恩,britain,dd,,,,,,
805,,天鹅,britain,dd,,,,,,
806,,托伦斯,britain,dd,,,,,,
807,,阿卡斯塔,britain,dd,,,,,,
808,,阿查特斯,britain,dd,,,,,,
809,,伏击,britain,dd,,,,,,
810,,克里斯托弗,britain,dd,,,,,,
811,,鸡蛇兽,britain,dd,,,,,,
812,,竞争,britain,dd,,,,,,
813,,山猫,britain,dd,,,,,,
814,,吸血鬼,britain,dd,,,,,,
815,,猫头鹰,britain,dd,,,,,,
816,,鲨鱼,britain,dd,,,,,,
817,,雀鹰,britain,dd,,,,,,
818,,喷火,britain,dd,,,,,,
819,,热诚,britain,dd,,,,,,
820,,财富,britain,dd,,,,,,
821,,加兰,britain,dd,,,,,,
822,,哈迪,britain,dd,,,,,,
823,,楷模,britain,dd,,,,,,
824,,海豚,britain,dd,,,,,,
825,,团结,britain,dd,,,,,,
826,,维克托,britain,dd,,,,,,
827,,雨燕,britain,dd,,,,,,
828,,拉尔特斯,britain,dd,,,,,,
829,,拉福里,britain,dd,,,,,,
830,,兰斯,britain,dd,,,,,,
831,,兰德拉尔,britain,dd,,,,,,
832,,百灵鸟,britain,dd,,,,,,
833,,套索,britain,dd,,,,,,
834,,月桂,britain,dd,,,,,,
835,,黑曜石,britain,dd,,,,,,
836,,劳福德,britain,dd,,,,,,
837,,军团,britain,dd,,,,,,
838,,伦诺克,britain,dd,,,,,,
839,,列奥尼达,britain,dd,,,,,,
840,,自由,britain,dd,,,,,,
841,,红雀,britain,dd,,,,,,
842,,卢埃林,britain,dd,,,,,,
843,,洛钦瓦,britain,dd,,,,,,
844,,望风,britain,dd,,,,,,
845,,路易斯,britain,dd,,,,,,
846,,忠诚,britain,dd,,,,,,
847,,路西法,britain,dd,,,,,,
848,,利迪亚德,britain,dd,,,,,,
849,,莱桑德,britain,dd,,,,,,
850,,阿诺,britain,dd,,,,,,
851,,默里,britain,dd,,,,,,
852,,明斯,britain,dd,,,,,,
853,,无比,britain,dd,,,,,,
854,,米尔恩,britain,dd,,,,,,
855,,莫里斯,britain,dd,,,,,,
856,,穆尔索姆,britain,dd,,,,,,
857,,蒙斯,britain,dd,,,,,,
858,,马恩,britain,dd,,,,,,
859,,迈克尔,britain,dd,,,,,,
860,,米尔布鲁克,britain,dd,,,,,,
861,,侍从,britain,dd,,,,,,
862,,明斯特,britain,dd,,,,,,
863,,神秘,britain,dd,,,,,,
864,,梅纳德,britain,dd,,,,,,
865,,巫术,britain,dd,,,,,,
866,,莫尔兹比,britain,dd,,,,,,
867,,使命,britain,dd,,,,,,
868,,仪仗,britain,dd,,,,,,
869,,马尔米翁,britain,dd,,,,,,
870,,尚武,britain,dd,,,,,,
871,,玛丽罗斯,britain,dd,,,,,,
872,,威胁,britain,dd,,,,,,
873,,马梅卢克,britain,dd,,,,,,
874,,惊奇,britain,dd,,,,,,
875,,铭记,britain,dd,,,,,,
876,,鬼怪,britain,dd,,,,,,
877,,冠绝,britain,dd,,,,,,
878,,尼格罗,britain,dd,,,,,,
879,,尼皮恩,britain,dd,,,,,,
880,,涅柔斯,britain,dd,,,,,,
881,,内瑟斯,britain,dd,,,,,,
882,,内斯特,britain,dd,,,,,,
883,,高尚,britain,dd,,,,,,
884,,游牧民,britain,dd,,,,,,
885,,尼扎姆,britain,dd,,,,,,
886,,非帕瑞尔,britain,dd,,,,,,
887,,诺曼,britain,dd,,,,,,
888,,诺斯克,britain,dd,,,,,,
889,,北极星,britain,dd,,,,,,
890,,纽金特,britain,dd,,,,,,
891,,服从,britain,dd,,,,,,
892,,顽固,britain,dd,,,,,,
893,,猛攻,britain,dd,,,,,,
894,,昂斯洛,britain,dd,,,,,,
895,,蛋白石,britain,dd,,,,,,
896,,奥菲利亚,britain,dd,,,,,,
897,,时机,britain,dd,,,,,,
898,,神谕,britain,dd,,,,,,
899,,奥瑞斯特斯,britain,dd,,,,,,
900,,奥福德,britain,dd,,,,,,
901,,俄耳甫斯,britain,dd,,,,,,
902,,奥克塔维亚,britain,dd,,,,,,
903,,奥索里,britain,dd,,,,,,
904,,纳皮尔,britain,dd,,,,,,
905,,纳伯勒,britain,dd,,,,,,
906,,独角鲸,britain,dd,,,,,,
907,,尼卡托,britain,dd,,,,,,
908,,奥卡迪亚,britain,dd,,,,,,
909,,奥里亚纳,britain,dd,,,,,,
910,,帕拉丁,britain,dd,,,,,,
911,,帕提亚,britain,dd,,,,,,
912,,诺斯曼,britain,dd,,,,,,
913,,奥伯龙,britain,dd,,,,,,
914,,观察者,britain,dd,,,,,,
915,,奥法,britain,dd,,,,,,
916,,黄鹂,britain,dd,,,,,,
917,,欧西里斯,britain,dd,,,,,,
918,,鹧鸪,britain,dd,,,,,,
919,,帕斯利,britain,dd,,,,,,
920,,麦地那,britain,dd,,,,,,
921,,梅德伟,britain,dd,,,,,,
922,,鹈鹕,britain,dd,,,,,,
923,,佩勒乌,britain,dd,,,,,,
924,,佩恩,britain,dd,,,,,,
925,,游隼,britain,dd,,,,,,
926,,佩塔德,britain,dd,,,,,,
927,,佩顿,britain,dd,,,,,,
928,,雉鸡,britain,dd,,,,,,
929,,菲比,britain,dd,,,,,,
930,,鸽子,britain,dd,,,,,,
931,,鸻,britain,dd,,,,,,
932,,勇敢,britain,dd,,,,,,
933,,波西亚,britain,dd,,,,,,
934,,普林斯,britain,dd,,,,,,
935,,皮拉德斯,britain,dd,,,,,,
936,,导师,britain,dd,,,,,,
937,,曼斯菲尔德,britain,dd,,,,,,
938,,米兰达,britain,dd,,,,,,
939,,米诺斯,britain,dd,,,,,,
940,,曼利,britain,dd,,,,,,
941,,明月,britain,dd,,,,,,
942,,晨星,britain,dd,,,,,,
943,,蒙西,britain,dd,,,,,,
944,,火枪手,britain,dd,,,,,,
945,,娜瑞萨,britain,dd,,,,,,
946,,无情,britain,dd,,,,,,
947,,决斗,britain,dd,,,,,,
948,,流星,britain,dd,,,,,,
949,,獒,britain,dd,,,,,,
950,,望族,britain,dd,,,,,,
951,,爱国,britain,dd,,,,,,
952,,迅捷,britain,dd,,,,,,
953,,护符,britain,dd,,,,,,
954,,特马甘特,britain,dd,,,,,,
955,,三叉戟,britain,dd,,,,,,
956,,动荡,britain,dd,,,,,,
957,,福克纳,britain,dd,,,,,,
958,,肯彭费尔特,britain,dd,,,,,,
959,,尼姆罗德,britain,dd,,,,,,
960,,阿卜迪尔,britain,dd,,,,,,
961,,加百列,britain,dd,,,,,,
962,,伊图里尔,britain,dd,,,,,,
963,,帕克,britain,dd,,,,,,
964,,格伦维尔,britain,dd,,,,,,
965,,郝斯托,britain,dd,,,,,,
966,,西摩,britain,dd,,,,,,
967,,索马雷斯,britain,dd,,,,,,
968,,澳新军团,britain,dd,,,,,,
969,,拉德斯托克,britain,dd,,,,,,
970,,突袭,britain,dd,,,,,,
971,,罗莫拉,britain,dd,,,,,,
972,,罗伊纳,britain,dd,,,,,,
973,,不宁,britain,dd,,,,,,
974,,严格,britain,dd,,,,,,
975,,火箭,britain,dd,,,,,,
976,,罗伯伊,britain,dd,,,,,,
977,,红手套,britain,dd,,,,,,
978,,堡垒,britain,dd,,,,,,
979,,新兵,britain,dd,,,,,,
980,,塞布尔,britain,dd,,,,,,
981,,护垒,britain,dd,,,,,,
982,,大马哈鱼,britain,dd,,,,,,
983,,西尔夫,britain,dd,,,,,,
984,,萨佩顿,britain,dd,,,,,,
985,,女巫,britain,dd,,,,,,
986,,鲟鱼,britain,dd,,,,,,
987,,权杖,britain,dd,,,,,,
988,,萨梯,britain,dd,,,,,,
989,,神枪手,britain,dd,,,,,,
990,,西蒙,britain,dd,,,,,,
991,,冰鞋,britain,dd,,,,,,
992,,娴熟,britain,dd,,,,,,
993,,跳羚,britain,dd,,,,,,
994,,海星,britain,dd,,,,,,
995,,鹳,britain,dd,,,,,,
996,,坦雷德,britain,dd,,,,,,
997,,鲢鱼,britain,dd,,,,,,
998,,特勒马科斯,britain,dd,,,,,,
999,,风暴,britain,dd,,,,,,
1000,,坚韧,britain,dd,,,,,,
1001,,主公,britain,dd,,,,,,
1002,,提斯比,britain,dd,,,,,,
1003,,斯拉特,britain,dd,,,,,,
1004,,折磨,britain,dd,,,,,,
1005,,旋风,britain,dd,,,,,,
1006,,激流,britain,dd,,,,,,
1007,,火热,britain,dd,,,,,,
1008,,犀利,britain,dd,,,,,,
1009,,崔斯特瑞姆,britain,dd,,,,,,
1010,,攻击,britain,dd,,,,,,
1011,,高塔,britain,dd,,,,,,
1012,,阿尔斯特,britain,dd,,,,,,
1013,,尤利西斯,britain,dd,,,,,,
1014,,裁决,britain,dd,,,,,,
1015,,安迪耐,britain,dd,,,,,,
1016,,海胆,britain,dd,,,,,,
1017,,大熊座,britain,dd,,,,,,
1018,,乌苏拉,britain,dd,,,,,,
1019,,罗莎琳,britain,dd,,,,,,
1020,,光辉,britain,dd,,,,,,
1021,,猎犬,britain,dd,,,,,,
1022,,金牛座,britain,dd,,,,,,
1023,,蒂泽尔,britain,dd,,,,,,
1024,,萨布丽娜,britain,dd,,,,,,
1025,,强弓,britain,dd,,,,,,
1026,,惊奇,britain,dd,,,,,,
1027,,西比尔,britain,dd,,,,,,
1028,,蛮横,britain,dd,,,,,,
1029,,暴君 ,britain,dd,,,,,,
1030,,尤勒斯沃特,britain,dd,,,,,,
1031,,弯刀,britain,dd,,,,,,
1032,,苏格兰人,britain,dd,,,,,,
1033,,苏格兰,britain,dd,,,,,,
1034,,参议院,britain,dd,,,,,,
1035,,印度兵,britain,dd,,,,,,
1036,,塞拉夫,britain,dd,,,,,,
1037,,三叶草,britain,dd,,,,,,
1038,,希卡利,britain,dd,,,,,,
1039,,成功,britain,dd,,,,,,
1040,,锡克,britain,dd,,,,,,
1041,,西尔达尔,britain,dd,,,,,,
1042,,索姆,britain,dd,,,,,,
1043,,坚定,britain,dd,,,,,,
1044,,斯特林,britain,dd,,,,,,
1045,,飞燕,britain,dd,,,,,,
1046,,剑客,britain,dd,,,,,,
1047,,马刀,britain,dd,,,,,,
1048,,萨拉丁,britain,dd,,,,,,
1049,,辉煌,britain,dd,,,,,,
1050,,沙龙,britain,dd,,,,,,
1051,,特立尼达,britain,dd,,,,,,
1052,,策士,britain,dd,,,,,,
1053,,塔拉,britain,dd,,,,,,
1054,,塔斯马尼亚,britain,dd,,,,,,
1055,,军鼓,britain,dd,,,,,,
1056,,镰刀,britain,dd,,,,,,
1057,,海熊,britain,dd,,,,,,
1058,,塞法尔,britain,dd,,,,,,
1059,,搜索,britain,dd,,,,,,
1060,,海狼,britain,dd,,,,,,
1061,,塞拉皮斯,britain,dd,,,,,,
1062,,宁静,britain,dd,,,,,,
1063,,芝麻,britain,dd,,,,,,
1064,,长矛,britain,dd,,,,,,
1065,,斯宾德福特,britain,dd,,,,,,
1066,,特内多斯,britain,dd,,,,,,
1067,,塔内特,britain,dd,,,,,,
1068,,色雷斯,britain,dd,,,,,,
1069,,巨石,britain,dd,,,,,,
1070,,风暴云,britain,dd,,,,,,
1071,,艰苦,britain,dd,,,,,,
1072,,要塞,britain,dd,,,,,,
1073,,坚固,britain,dd,,,,,,
1074,,红玛瑙,britain,dd,,,,,,
1075,,土星,britain,dd,,,,,,
1076,,无花果,britain,dd,,,,,,
1077,,欢闹,britain,dd,,,,,,
1078,,勇敢,britain,dd,,,,,,
1079,,蒂尔伯里,britain,dd,,,,,,
1080,,廷塔杰尔,britain,dd,,,,,,
1081,,特洛伊,britain,dd,,,,,,
1082,,托里,britain,dd,,,,,,
1083,,信赖,britain,dd,,,,,,
1084,,斯皮蒂,britain,dd,,,,,,
1085,,多巴哥,britain,dd,,,,,,
1086,,托贝,britain,dd,,,,,,
1087,,托雷德,britain,dd,,,,,,
1088,,电气石,britain,dd,,,,,,
1089,,火炬,britain,dd,,,,,,
1090,,战斧,britain,dd,,,,,,
1091,,虹吸,britain,dd,,,,,,
1092,,喧哗,britain,dd,,,,,,
1093,,绿松石,britain,dd,,,,,,
1094,,托斯卡纳,britain,dd,,,,,,
1095,,提尔,britain,dd,,,,,,
1096,,温哥华,britain,dd,,,,,,
1097,,瓦内萨,britain,dd,,,,,,
1098,,虚荣,britain,dd,,,,,,
1099,,瓦诺克,britain,dd,,,,,,
1100,,胜利者,britain,dd,,,,,,
1101,,维克提斯,britain,dd,,,,,,
1102,,织女星,britain,dd,,,,,,
1103,,慷慨,britain,dd,,,,,,
1104,,维罗克斯,britain,dd,,,,,,
1105,,豪杰,britain,dd,,,,,,
1106,,威尼斯人,britain,dd,,,,,,
1107,,大胆,britain,dd,,,,,,
1108,,凡尔登,britain,dd,,,,,,
1109,,多面手,britain,dd,,,,,,
1110,,伟鲁勒姆,britain,dd,,,,,,
1111,,维斯珀,britain,dd,,,,,,
1112,,哨兵,britain,dd,,,,,,
1113,,维米耶拉,britain,dd,,,,,,
1114,,暴力,britain,dd,,,,,,
1115,,维多利亚,britain,dd,,,,,,
1116,,活泼,britain,dd,,,,,,
1117,,维维恩,britain,dd,,,,,,
1118,,沃蒂根,britain,dd,,,,,,
1119,,西印度,britain,dd,,,,,,
1120,,无眠,britain,dd,,,,,,
1121,,沃克,britain,dd,,,,,,
1122,,沃波尔,britain,dd,,,,,,
1123,,海象,britain,dd,,,,,,
1124,,华威,britain,dd,,,,,,
1125,,守望,britain,dd,,,,,,
1126,,沃特恩,britain,dd,,,,,,
1127,,威塞克斯,britain,dd,,,,,,
1128,,伟斯科特,britain,dd,,,,,,
1129,,威敏斯特,britain,dd,,,,,,
1130,,旋风,britain,dd,,,,,,
1131,,惠特利,britain,dd,,,,,,
1132,,温切尔西,britain,dd,,,,,,
1133,,温彻斯特,britain,dd,,,,,,
1134,,温莎,britain,dd,,,,,,
1135,,猎狼犬,britain,dd,,,,,,
1136,,摔跤手,britain,dd,,,,,,
1137,,怀尼克,britain,dd,,,,,,
1138,,旅人,britain,dd,,,,,,
1139,,啄木鸟,britain,dd,,,,,,
1140,,总督,britain,dd,,,,,,
1141,,子爵,britain,dd,,,,,,
1142,,沃尔西,britain,dd,,,,,,
1143,,伍尔斯顿,britain,dd,,,,,,
1144,,维沙特,britain,dd,,,,,,
1145,,女巫,britain,dd,,,,,,
1146,,范西塔特,britain,dd,,,,,,
1147,,优越,britain,dd,,,,,,
1148,,恶毒,britain,dd,,,,,,
1149,,维迪,britain,dd,,,,,,
1150,,志愿,britain,dd,,,,,,
1151,,沃塔里,britain,dd,,,,,,
1152,,流浪者,britain,dd,,,,,,
1153,,沃伦,britain,dd,,,,,,
1154,,福音,britain,dd,,,,,,
1155,,白厅,britain,dd,,,,,,
1156,,怀特海,britain,dd,,,,,,
1157,,雷恩,britain,dd,,,,,,
1158,,怀,britain,dd,,,,,,
1159,,瓦松,britain,dd,,,,,,
1160,,复仇,britain,dd,,,,,,
1161,,资深,britain,dd,,,,,,
1162,,维哥,britain,dd,,,,,,
1163,,巨力,britain,dd,,,,,,
1164,,剧毒,britain,dd,,,,,,
1165,,沃拉格,britain,dd,,,,,,
1166,,火山,britain,dd,,,,,,
1167,,赌徒,britain,dd,,,,,,
1168,,清醒,britain,dd,,,,,,
1169,,瓦尔德格雷夫,britain,dd,,,,,,
1170,,沃尔顿,britain,dd,,,,,,
1171,,惠特克,britain,dd,,,,,,
1172,,沃森,britain,dd,,,,,,
1173,,浪潮,britain,dd,,,,,,
1174,,伟泽尔,britain,dd,,,,,,
1175,,白熊,britain,dd,,,,,,
1176,,伟尔斯利,britain,dd,,,,,,
1177,,车夫,britain,dd,,,,,,
1178,,鞭笞,britain,dd,,,,,,
1179,,惠比特,britain,dd,,,,,,
1180,,幼兽,britain,dd,,,,,,
1181,,惠特谢德,britain,dd,,,,,,
1182,,威洛比,britain,dd,,,,,,
1183,,冬,britain,dd,,,,,,
1184,,威瑟灵顿,britain,dd,,,,,,
1185,,威文,britain,dd,,,,,,
1186,,伍斯特,britain,dd,,,,,,
1187,,牧马,britain,dd,,,,,,
1188,,狼人,britain,dd,,,,,,
1189,,伟斯特法尔,britain,dd,,,,,,
1190,,耕农,britain,dd,,,,,,
1191,,热诚,britain,dd,,,,,,
1192,,斑马,britain,dd,,,,,,
1193,,黄道,britain,dd,,,,,,
1194,,大胆,britain,tb,,,,,,
1195,,圈套,britain,tb,,,,,,
1196,,大黄蜂,britain,tb,,,,,,
1197,,浩劫,britain,tb,,,,,,
1198,,雪貂,britain,tb,,,,,,
